ch_1_SPECTRO_GRAPH;ch_1_SPECTRO;1
295833;1325;36.4005
296167;1316;36.2767
296500;888;29.7993
296833;1262;35.5246
297167;767;27.6948
297500;1179;34.3366
297833;1177;34.3074
298167;720;26.8328
298500;1119;33.4515
298833;747;27.3313
299167;999;31.607
299500;995;31.5436
299833;580;24.0832
300167;930;30.4959
300500;559;23.6432
300833;908;30.133
301167;872;29.5296
301500;519;22.7816
301833;796;28.2135
302167;460;21.4476
302500;684;26.1534
302833;614;24.779
303167;405;20.1246
303500;600;24.4949
303833;390;19.7484
304167;585;24.1868
304500;519;22.7816
304833;294;17.1464
305167;530;23.0217
305500;418;20.445
305833;273;16.5227
306167;383;19.5704
306500;221;14.8661
306833;340;18.4391
307167;347;18.6279
307500;204;14.2829
307833;309;17.5784
308167;199;14.1067
308500;256;16
308833;259;16.0935
309167;123;11.0905
309500;222;14.8997
309833;135;11.619
310167;174;13.1909
310500;173;13.1529
310833;115;10.7238
311167;153;12.3693
311500;96;9.79796
311833;153;12.3693
312167;105;10.247
312500;97;9.84886
312833;103;10.1489
313167;68;8.24621
313500;96;9.79796
313833;92;9.59166
314167;52;7.2111
314500;96;9.79796
314833;39;6.245
315167;79;8.88819
315500;73;8.544
315833;49;7
316167;70;8.3666
316500;42;6.48074
316833;78;8.83176
317167;60;7.74597
317500;43;6.55744
317833;70;8.3666
318167;34;5.83095
318500;61;7.81025
318833;54;7.34847
319167;26;5.09902
319500;44;6.63325
319833;35;5.91608
320167;62;7.87401
320500;41;6.40312
320833;34;5.83095
321167;55;7.4162
321500;61;7.81025
321833;35;5.91608
322167;52;7.2111
322500;34;5.83095
322833;52;7.2111
323167;58;7.61577
323500;36;6
323833;58;7.61577
324167;37;6.08276
324500;45;6.7082
324833;54;7.34847
325167;30;5.47723
325500;49;7
325833;24;4.89898
326167;48;6.9282
326500;46;6.78233
326833;24;4.89898
327167;42;6.48074
327500;26;5.09902
327833;44;6.63325
328167;48;6.9282
328500;43;6.55744
328833;52;7.2111
329167;33;5.74456
329500;52;7.2111
329833;48;6.9282
330167;31;5.56776
330500;53;7.28011
330833;34;5.83095
331167;46;6.78233
331500;47;6.85565
331833;27;5.19615
332167;44;6.63325
332500;21;4.58258
332833;59;7.68115
333167;49;7
333500;29;5.38516
333833;41;6.40312
334167;26;5.09902
334500;46;6.78233
334833;39;6.245
335167;31;5.56776
335500;41;6.40312
335833;22;4.69042
336167;38;6.16441
336500;33;5.74456
336833;29;5.38516
337167;41;6.40312
337500;52;7.2111
337833;37;6.08276
338167;31;5.56776
338500;31;5.56776
338833;45;6.7082
339167;45;6.7082
339500;22;4.69042
339833;46;6.78233
340167;36;6
340500;35;5.91608
340833;41;6.40312
341167;29;5.38516
341500;34;5.83095
341833;26;5.09902
342167;49;7
342500;40;6.32456
342833;24;4.89898
343167;42;6.48074
343500;52;7.2111
343833;39;6.245
344167;45;6.7082
344500;27;5.19615
344833;47;6.85565
345167;34;5.83095
345500;48;6.9282
345833;40;6.32456
346167;42;6.48074
346500;46;6.78233
346833;41;6.40312
347167;43;6.55744
347500;38;6.16441
347833;26;5.09902
348167;50;7.07107
348500;31;5.56776
348833;40;6.32456
349167;47;6.85565
349500;26;5.09902
349833;41;6.40312
350167;30;5.47723
350500;44;6.63325
350833;46;6.78233
351167;27;5.19615
351500;45;6.7082
351833;24;4.89898
352167;29;5.38516
352500;33;5.74456
352833;25;5
353167;45;6.7082
353500;47;6.85565
353833;31;5.56776
354167;48;6.9282
354500;24;4.89898
354833;44;6.63325
355167;48;6.9282
355500;22;4.69042
355833;45;6.7082
356167;43;6.55744
356500;37;6.08276
356833;42;6.48074
357167;35;5.91608
357500;50;7.07107
357833;35;5.91608
358167;36;6
358500;43;6.55744
358833;28;5.2915
359167;42;6.48074
359500;29;5.38516
359833;42;6.48074
360167;44;6.63325
360500;25;5
360833;43;6.55744
361167;26;5.09902
361500;41;6.40312
361833;55;7.4162
362167;28;5.2915
362500;40;6.32456
362833;38;6.16441
363167;48;6.9282
363500;55;7.4162
363833;37;6.08276
364167;57;7.54983
364500;26;5.09902
364833;45;6.7082
365167;45;6.7082
365500;29;5.38516
365833;46;6.78233
366167;32;5.65685
366500;35;5.91608
366833;45;6.7082
367167;25;5
367500;46;6.78233
367833;23;4.79583
368167;40;6.32456
368500;50;7.07107
368833;29;5.38516
369167;53;7.28011
369500;49;7
369833;35;5.91608
370167;42;6.48074
370500;34;5.83095
370833;59;7.68115
371167;44;6.63325
371500;29;5.38516
371833;45;6.7082
372167;32;5.65685
372500;61;7.81025
372833;49;7
373167;25;5
373500;35;5.91608
373833;30;5.47723
374167;43;6.55744
374500;32;5.65685
374833;24;4.89898
375167;46;6.78233
375500;29;5.38516
375833;43;6.55744
376167;55;7.4162
376500;24;4.89898
376833;43;6.55744
377167;32;5.65685
377500;47;6.85565
377833;45;6.7082
378167;34;5.83095
378500;31;5.56776
378833;30;5.47723
379167;43;6.55744
379500;60;7.74597
379833;32;5.65685
380167;46;6.78233
380500;24;4.89898
380833;50;7.07107
381167;39;6.245
381500;25;5
381833;59;7.68115
382167;26;5.09902
382500;50;7.07107
382833;49;7
383167;30;5.47723
383500;46;6.78233
383833;31;5.56776
384167;52;7.2111
384500;49;7
384833;36;6
385167;40;6.32456
385500;51;7.14143
385833;29;5.38516
386167;47;6.85565
386500;37;6.08276
386833;42;6.48074
387167;48;6.9282
387500;34;5.83095
387833;45;6.7082
388167;29;5.38516
388500;38;6.16441
388833;49;7
389167;39;6.245
389500;50;7.07107
389833;27;5.19615
390167;51;7.14143
390500;46;6.78233
390833;35;5.91608
391167;58;7.61577
391500;38;6.16441
391833;40;6.32456
392167;38;6.16441
392500;20;4.47214
392833;53;7.28011
393167;42;6.48074
393500;58;7.61577
393833;36;6
394167;37;6.08276
394500;49;7
394833;35;5.91608
395167;49;7
395500;54;7.34847
395833;34;5.83095
396167;27;5.19615
396500;33;5.74456
396833;41;6.40312
397167;48;6.9282
397500;24;4.89898
397833;46;6.78233
398167;31;5.56776
398500;37;6.08276
398833;51;7.14143
399167;37;6.08276
399500;45;6.7082
399833;37;6.08276
400167;46;6.78233
400500;43;6.55744
400833;26;5.09902
401167;41;6.40312
401500;54;7.34847
401833;37;6.08276
402167;32;5.65685
402500;25;5
402833;46;6.78233
403167;36;6
403500;24;4.89898
403833;43;6.55744
404167;28;5.2915
404500;47;6.85565
404833;45;6.7082
405167;41;6.40312
405500;63;7.93725
405833;21;4.58258
406167;45;6.7082
406500;48;6.9282
406833;35;5.91608
407167;45;6.7082
407500;24;4.89898
407833;40;6.32456
408167;39;6.245
408500;33;5.74456
408833;47;6.85565
409167;25;5
409500;39;6.245
409833;54;7.34847
410167;24;4.89898
410500;59;7.68115
410833;26;5.09902
411167;46;6.78233
411500;46;6.78233
411833;30;5.47723
412167;42;6.48074
412500;32;5.65685
412833;50;7.07107
413167;42;6.48074
413500;27;5.19615
413833;43;6.55744
414167;26;5.09902
414500;40;6.32456
414833;55;7.4162
415167;29;5.38516
415500;55;7.4162
415833;32;5.65685
416167;42;6.48074
416500;34;5.83095
416833;31;5.56776
417167;34;5.83095
417500;44;6.63325
417833;35;5.91608
418167;36;6
418500;42;6.48074
418833;46;6.78233
419167;47;6.85565
419500;44;6.63325
419833;37;6.08276
420167;29;5.38516
420500;51;7.14143
420833;55;7.4162
421167;30;5.47723
421500;50;7.07107
421833;40;6.32456
422167;40;6.32456
422500;48;6.9282
422833;42;6.48074
423167;43;6.55744
423500;31;5.56776
423833;43;6.55744
424167;45;6.7082
424500;36;6
424833;60;7.74597
425167;29;5.38516
425500;48;6.9282
425833;49;7
426167;36;6
426500;57;7.54983
426833;34;5.83095
427167;48;6.9282
427500;49;7
427833;31;5.56776
428167;54;7.34847
428500;36;6
428833;49;7
429167;31;5.56776
429500;26;5.09902
429833;44;6.63325
430167;39;6.245
430500;52;7.2111
430833;46;6.78233
431167;34;5.83095
431500;49;7
431833;24;4.89898
432167;45;6.7082
432500;40;6.32456
432833;24;4.89898
433167;43;6.55744
433500;39;6.245
433833;38;6.16441
434167;49;7
434500;47;6.85565
434833;52;7.2111
435167;43;6.55744
435500;35;5.91608
435833;50;7.07107
436167;35;5.91608
436500;59;7.68115
436833;53;7.28011
437167;25;5
437500;47;6.85565
437833;24;4.89898
438167;51;7.14143
438500;50;7.07107
438833;30;5.47723
439167;59;7.68115
439500;34;5.83095
439833;50;7.07107
440167;52;7.2111
440500;27;5.19615
440833;42;6.48074
441167;30;5.47723
441500;50;7.07107
441833;48;6.9282
442167;41;6.40312
442500;47;6.85565
442833;30;5.47723
443167;47;6.85565
443500;51;7.14143
443833;38;6.16441
444167;47;6.85565
444500;26;5.09902
444833;47;6.85565
445167;43;6.55744
445500;40;6.32456
445833;47;6.85565
446167;25;5
446500;46;6.78233
446833;51;7.14143
447167;27;5.19615
447500;56;7.48331
447833;42;6.48074
448167;45;6.7082
448500;45;6.7082
448833;41;6.40312
449167;36;6
449500;44;6.63325
449833;32;5.65685
450167;42;6.48074
450500;26;5.09902
450833;44;6.63325
451167;54;7.34847
451500;36;6
451833;45;6.7082
452167;36;6
452500;39;6.245
452833;48;6.9282
453167;29;5.38516
453500;38;6.16441
453833;34;5.83095
454167;39;6.245
454500;50;7.07107
454833;32;5.65685
455167;44;6.63325
455500;19;4.3589
455833;59;7.68115
456167;48;6.9282
456500;25;5
456833;52;7.2111
457167;29;5.38516
457500;37;6.08276
457833;41;6.40312
458167;43;6.55744
458500;42;6.48074
458833;36;6
