ch_1_SPECTRO_GRAPH;ch_1_SPECTRO;1
268500;1886;43.4281
268833;2763;52.5642
269167;2841;53.301
269500;1758;41.9285
269833;2608;51.0686
270167;1746;41.7852
270500;2520;50.1996
270833;2454;49.5379
271167;1716;41.4246
271500;2343;48.4045
271833;1559;39.4842
272167;2315;48.1144
272500;2290;47.8539
272833;1556;39.4462
273167;2361;48.5901
273500;2187;46.7654
273833;1452;38.1051
274167;2278;47.7284
274500;1449;38.0657
274833;2158;46.4543
275167;2117;46.0109
275500;1475;38.4057
275833;2079;45.5961
276167;1438;37.921
276500;1972;44.4072
276833;1957;44.238
277167;1324;36.3868
277500;1858;43.1045
277833;1281;35.7911
278167;1824;42.7083
278500;1809;42.5323
278833;1211;34.7994
279167;1808;42.5206
279500;1187;34.4529
279833;1691;41.1218
280167;1712;41.3763
280500;1123;33.5112
280833;1655;40.6817
281167;1118;33.4365
281500;1702;41.2553
281833;1611;40.1373
282167;1035;32.1714
282500;1714;41.4005
282833;1034;32.1559
283167;1508;38.833
283500;1602;40.025
283833;980;31.305
284167;1488;38.5746
284500;1057;32.5115
284833;1451;38.092
285167;1466;38.2884
285500;1061;32.573
285833;1416;37.6298
286167;910;30.1662
286500;1441;37.9605
286833;1424;37.7359
287167;845;29.0689
287500;1396;37.3631
287833;920;30.3315
288167;1333;36.5103
288500;1279;35.7631
288833;869;29.4788
289167;1301;36.0694
289500;1289;35.9026
289833;857;29.2746
290167;1210;34.7851
290500;837;28.931
290833;1335;36.5377
291167;1182;34.3802
291500;804;28.3549
291833;1207;34.7419
292167;772;27.7849
292500;1210;34.7851
292833;1070;32.7109
293167;748;27.3496
293500;1159;34.0441
293833;787;28.0535
294167;1138;33.7343
294500;1055;32.4808
294833;729;27
295167;1007;31.7333
295500;700;26.4575
295833;1084;32.9242
296167;1025;32.0156
296500;691;26.2869
296833;956;30.9192
297167;691;26.2869
297500;992;31.496
297833;1035;32.1714
298167;668;25.8457
298500;955;30.9031
298833;702;26.4953
299167;1040;32.249
299500;957;30.9354
299833;683;26.1343
300167;957;30.9354
300500;621;24.9199
300833;972;31.1769
301167;923;30.3809
301500;630;25.0998
301833;887;29.7825
302167;555;23.5584
302500;883;29.7153
302833;888;29.7993
303167;567;23.8118
303500;888;29.7993
303833;563;23.7276
304167;898;29.9666
304500;840;28.9828
304833;606;24.6171
305167;837;28.931
305500;820;28.6356
305833;577;24.0208
306167;858;29.2916
306500;573;23.9374
306833;850;29.1548
307167;855;29.2404
307500;551;23.4734
307833;855;29.2404
308167;609;24.6779
308500;852;29.189
308833;850;29.1548
309167;528;22.9783
309500;750;27.3861
309833;536;23.1517
310167;801;28.3019
310500;754;27.4591
310833;508;22.5389
311167;743;27.258
311500;488;22.0907
311833;746;27.313
312167;803;28.3373
312500;541;23.2594
312833;712;26.6833
313167;512;22.6274
313500;710;26.6458
313833;735;27.1109
314167;523;22.8692
314500;704;26.533
314833;495;22.2486
315167;789;28.0891
315500;659;25.671
315833;491;22.1585
316167;715;26.7395
316500;509;22.561
316833;720;26.8328
317167;687;26.2107
317500;431;20.7605
317833;716;26.7582
318167;510;22.5832
318500;667;25.8263
318833;663;25.7488
319167;477;21.8403
319500;711;26.6646
319833;440;20.9762
320167;676;26
320500;739;27.1846
320833;450;21.2132
321167;626;25.02
321500;654;25.5734
321833;418;20.445
322167;645;25.3969
322500;461;21.4709
322833;671;25.9037
323167;689;26.2488
323500;486;22.0454
323833;630;25.0998
324167;432;20.7846
324500;672;25.923
324833;652;25.5343
325167;438;20.9284
325500;646;25.4165
325833;450;21.2132
326167;656;25.6125
326500;641;25.318
326833;441;21
327167;649;25.4755
327500;462;21.4942
327833;706;26.5707
328167;658;25.6515
328500;459;21.4243
328833;719;26.8142
329167;445;21.095
329500;682;26.1151
329833;687;26.2107
330167;447;21.1424
330500;744;27.2764
330833;500;22.3607
331167;713;26.7021
331500;807;28.4077
331833;473;21.7486
332167;803;28.3373
332500;532;23.0651
332833;807;28.4077
333167;762;27.6043
333500;548;23.4094
333833;792;28.1425
334167;586;24.2074
334500;878;29.6311
334833;847;29.1033
335167;573;23.9374
335500;963;31.0322
335833;720;26.8328
336167;1008;31.749
336500;1021;31.9531
336833;724;26.9072
337167;1047;32.3574
337500;1182;34.3802
337833;789;28.0891
338167;1104;33.2265
338500;823;28.688
338833;1299;36.0416
339167;1357;36.8375
339500;909;30.1496
339833;1509;38.8458
340167;1108;33.2866
340500;1634;40.4228
340833;1790;42.3084
341167;1212;34.8138
341500;1900;43.589
341833;1245;35.2846
342167;2010;44.833
342500;2083;45.6399
342833;1528;39.0896
343167;2392;48.9081
343500;1589;39.8623
343833;2624;51.225
344167;2799;52.9056
344500;1943;44.0795
344833;3041;55.1453
345167;2126;46.1086
345500;3241;56.9298
345833;3424;58.515
346167;2418;49.1732
346500;3660;60.4979
346833;2732;52.2685
347167;4022;63.4192
347500;4311;65.6582
347833;3227;56.8067
348167;4900;70
348500;3255;57.0526
348833;5315;72.904
349167;5695;75.4652
349500;3736;61.1228
349833;6120;78.2304
350167;4025;63.4429
350500;6574;81.0802
350833;7182;84.7467
351167;4749;68.913
351500;7263;85.2232
351833;4532;67.3201
352167;7886;88.8032
352500;8494;92.1629
352833;6052;77.7946
353167;9431;97.1133
353500;9852;99.2572
353833;6814;82.547
354167;10225;101.119
354500;7187;84.7762
354833;11072;105.224
355167;11862;108.913
355500;8088;89.9333
355833;12423;111.459
356167;8734;93.4559
356500;14371;119.879
356833;13719;117.128
357167;9960;99.7998
357500;15108;122.915
357833;10416;102.059
358167;15828;125.809
358500;16691;129.194
358833;11354;106.555
359167;18018;134.231
359500;12247;110.666
359833;18611;136.422
360167;19890;141.032
360500;13551;116.409
360833;20341;142.622
361167;14367;119.862
361500;22337;149.456
361833;22367;149.556
362167;14935;122.209
362500;23670;153.851
362833;15710;125.34
363167;24827;157.566
363500;24860;157.671
363833;16687;129.178
364167;27482;165.777
364500;18743;136.905
364833;26867;163.912
365167;27557;166.003
365500;19429;139.388
365833;28799;169.703
366167;19510;139.678
366500;29348;171.313
366833;29957;173.081
367167;20645;143.684
367500;31416;177.246
367833;20854;144.409
368167;31822;178.387
368500;31816;178.37
368833;21396;146.274
369167;32459;180.164
369500;33892;184.098
369833;22286;149.285
370167;33731;183.66
370500;22167;148.886
370833;34399;185.47
371167;34064;184.564
371500;23377;152.895
371833;34347;185.329
372167;22499;149.997
372500;34929;186.893
372833;36731;191.653
373167;22733;150.775
373500;35774;189.14
373833;23264;152.525
374167;34679;186.223
374500;34386;185.435
374833;23118;152.046
375167;33885;184.079
375500;23418;153.029
375833;33667;183.486
376167;32953;181.53
376500;22520;150.067
376833;32885;181.342
377167;21464;146.506
377500;32722;180.892
377833;32768;181.019
378167;20783;144.163
378500;30815;175.542
378833;20613;143.572
379167;29559;171.927
379500;30272;173.989
379833;19218;138.629
380167;28241;168.051
380500;18749;136.927
380833;29373;171.386
381167;26709;163.429
381500;17646;132.838
381833;26047;161.391
382167;16827;129.719
382500;24358;156.07
382833;23299;152.64
383167;15295;123.673
383500;22355;149.516
383833;14878;121.975
384167;21411;146.325
384500;20388;142.787
384833;13296;115.308
385167;18842;137.266
385500;17090;130.729
385833;12227;110.576
386167;17619;132.737
386500;11080;105.262
386833;15950;126.293
387167;15665;125.16
387500;9749;98.737
387833;14766;121.515
388167;9027;95.0105
388500;13216;114.961
388833;12607;112.281
389167;8742;93.4987
389500;11326;106.424
389833;7509;86.6545
390167;10836;104.096
390500;9781;98.8989
390833;6263;79.1391
391167;8888;94.2762
391500;5626;75.0067
391833;8354;91.4002
392167;7714;87.8294
392500;4796;69.2532
392833;7090;84.2021
393167;4426;66.5282
393500;6335;79.5927
393833;5920;76.9415
394167;3839;61.9597
394500;5222;72.2634
394833;3180;56.3915
395167;4638;68.1029
395500;4313;65.6734
395833;2723;52.1824
396167;3797;61.6198
396500;2384;48.8262
396833;3368;58.0345
397167;3349;57.8705
397500;1932;43.9545
397833;2741;52.3546
398167;1688;41.0853
398500;2526;50.2593
398833;2134;46.1952
399167;1398;37.3898
399500;1984;44.5421
399833;1190;34.4964
400167;1734;41.6413
400500;1641;40.5093
400833;957;30.9354
401167;1414;37.6032
401500;1309;36.1801
401833;764;27.6405
402167;1142;33.7935
402500;656;25.6125
402833;952;30.8545
403167;855;29.2404
403500;511;22.6053
403833;751;27.4044
404167;512;22.6274
404500;654;25.5734
404833;645;25.3969
405167;379;19.4679
405500;611;24.7184
405833;369;19.2094
406167;503;22.4277
406500;491;22.1585
406833;321;17.9165
407167;430;20.7364
407500;242;15.5563
407833;368;19.1833
408167;374;19.3391
408500;258;16.0624
408833;336;18.3303
409167;224;14.9666
409500;317;17.8045
409833;265;16.2788
410167;203;14.2478
410500;264;16.2481
410833;196;14
411167;250;15.8114
411500;219;14.7986
411833;154;12.4097
412167;277;16.6433
412500;172;13.1149
412833;202;14.2127
413167;209;14.4568
413500;187;13.6748
413833;213;14.5945
414167;131;11.4455
414500;219;14.7986
414833;188;13.7113
415167;144;12
415500;183;13.5277
415833;125;11.1803
416167;190;13.784
416500;187;13.6748
416833;113;10.6301
417167;155;12.4499
417500;177;13.3041
417833;115;10.7238
418167;182;13.4907
418500;127;11.2694
418833;203;14.2478
419167;155;12.4499
419500;108;10.3923
419833;178;13.3417
420167;93;9.64365
420500;149;12.2066
420833;170;13.0384
421167;98;9.89949
421500;162;12.7279
421833;102;10.0995
422167;167;12.9228
422500;141;11.8743
422833;104;10.198
423167;160;12.6491
423500;112;10.583
423833;145;12.0416
424167;143;11.9583
424500;98;9.89949
424833;153;12.3693
425167;95;9.74679
425500;149;12.2066
425833;135;11.619
426167;102;10.0995
426500;150;12.2474
426833;108;10.3923
427167;137;11.7047
427500;142;11.9164
427833;101;10.0499
428167;148;12.1655
428500;87;9.32738
428833;152;12.3288
429167;137;11.7047
429500;99;9.94987
429833;130;11.4018
430167;93;9.64365
430500;141;11.8743
430833;145;12.0416
431167;92;9.59166
431500;152;12.3288
